,model,validation f1 mean,validation f1 std,validation precision mean,validation precision std,validation recall mean,validation recall std,validation loss mean,validation loss std,validation auc mean,validation auc std
302,allergy_phylum__CNNLSTM_padded_GAIN.pth,0.427059347,0.103303172,0.475817384,0.21016349,0.834202742,0.124017129,0.67962411,0.007326432,0.755815519,0.090262881
303,____allergy_None__CNNLSTM_padded_GAIN.pth,0.427059347,0.103303172,0.475817384,0.21016349,0.834202742,0.124017129,0.67962411,0.007326432,0.755815519,0.090262881
304,allergy_None__CNNLSTM_padded_GAIN.pth,0.427059347,0.103303172,0.475817384,0.21016349,0.834202742,0.124017129,0.67962411,0.007326432,0.755815519,0.090262881
305,allergy_order__CNNLSTM_padded_None.pth,0.416069369,0.125472406,0.310061054,0.107310135,0.843726551,0.120094317,0.691604847,0.004344363,0.758342744,0.05949046
306,allergy_order__CNNLSTM__None.pth,0.416069369,0.125472406,0.310061054,0.107310135,0.843726551,0.120094317,0.691604847,0.004344363,0.758342744,0.05949046
307,attention______allergy_None_PCA_LSTM_padded_mean.pth,0.466372699,0.117299822,0.405293603,0.136480929,0.818647186,0.120512845,0.712771702,0.031375261,0.762450866,0.072347125
308,attention______allergy_None_PCA_LSTM_padded_mice.pth,0.476251874,0.116441649,0.433654971,0.138897103,0.818647186,0.120512845,0.712835079,0.031563416,0.762619658,0.072917487
309,attention_self_distil_____allergy_None__LSTM_padded_mean.pth,0.442678759,0.125085981,0.396340326,0.150268171,0.850869408,0.122774143,4.052125359,0.011666108,0.763551003,0.067341848
310,attention_self_distil_____allergy_None__LSTM_padded_mice.pth,0.451656775,0.131052188,0.400784771,0.150966326,0.850869408,0.122774143,4.052125263,0.011666274,0.764802939,0.066384071
311,attention______allergy_None_PCA_CNNLSTM_padded_None.pth,0.432882856,0.125616695,0.351552471,0.127447514,0.789004329,0.118790269,0.651108432,0.018596045,0.765312551,0.075382626
312,attention______allergy_None_PCA_CNNLSTM__None.pth,0.432882856,0.125616695,0.351552471,0.127447514,0.789004329,0.118790269,0.651108432,0.018596045,0.765312551,0.075382626
313,attention______allergy_None_PCA_CNNLSTM_padded_mean.pth,0.425861023,0.109294383,0.339660983,0.104709636,0.799004329,0.115026264,0.651536596,0.020062581,0.765507766,0.066097548
318,attention______allergy_None__LSTM_padded_mean.pth,0.462631059,0.102615022,0.376604946,0.093070059,0.82261544,0.122508707,0.709703898,0.023671138,0.768117911,0.074319294
319,attention______allergy_None__LSTM_padded_mice.pth,0.461181784,0.104314497,0.37493828,0.095149865,0.81261544,0.127908921,0.709704185,0.023671862,0.76830344,0.074487849
320,allergy_None_PCA_LSTM_padded_mice.pth,0.435314239,0.132505395,0.395296423,0.159514154,0.817059885,0.118036035,0.692292005,0.004460218,0.768442384,0.061624986
321,____allergy_None_PCA_LSTM_padded_mice.pth,0.435314239,0.132505395,0.395296423,0.159514154,0.817059885,0.118036035,0.692292005,0.004460218,0.768442384,0.061624986
322,attention______allergy_None_PCA_LSTM__None.pth,0.455423353,0.11764757,0.406569264,0.132421865,0.819837662,0.11407064,0.712997401,0.023931551,0.768566225,0.063462073
323,attention______allergy_None_PCA_LSTM_padded_None.pth,0.455423353,0.11764757,0.406569264,0.132421865,0.819837662,0.11407064,0.712997401,0.023931551,0.768566225,0.063462073
324,____allergy_None_PCA_LSTM_padded_mean.pth,0.433499723,0.130613557,0.395296423,0.159514154,0.817059885,0.118036035,0.692291981,0.00446021,0.768682769,0.061529061
325,allergy_None_PCA_LSTM_padded_mean.pth,0.433499723,0.130613557,0.395296423,0.159514154,0.817059885,0.118036035,0.692291981,0.00446021,0.768682769,0.061529061
326,attention______allergy_None__LSTM_padded_None.pth,0.456348707,0.131960624,0.418860693,0.145402573,0.788246753,0.113128159,0.708486503,0.013520926,0.77036841,0.05675449
327,attention______allergy_None__LSTM__None.pth,0.456348707,0.131960624,0.418860693,0.145402573,0.788246753,0.113128159,0.708486503,0.013520926,0.77036841,0.05675449
328,____allergy_None__CNNLSTM_padded_None.pth,0.474547571,0.110225946,0.569722222,0.247395227,0.827059885,0.120379848,0.679255259,0.007334341,0.770800799,0.095974763
329,____allergy_None__CNNLSTM__None.pth,0.474547571,0.110225946,0.569722222,0.247395227,0.827059885,0.120379848,0.679255259,0.007334341,0.770800799,0.095974763
330,allergy_None__CNNLSTM_padded_None.pth,0.474547571,0.110225946,0.569722222,0.247395227,0.827059885,0.120379848,0.679255259,0.007334341,0.770800799,0.095974763
331,allergy_None__CNNLSTM__None.pth,0.474547571,0.110225946,0.569722222,0.247395227,0.827059885,0.120379848,0.679255259,0.007334341,0.770800799,0.095974763
336,attention______allergy_None_PCA_CNNLSTM_padded_mice.pth,0.449598105,0.112958576,0.433702521,0.232769144,0.799004329,0.115026264,0.651993048,0.02134061,0.773802564,0.078787817
337,attention_self_distil_____allergy_None__CNNLSTM_padded_mean.pth,0.455315522,0.121342867,0.362654528,0.114877016,0.820191198,0.126752685,4.147093534,0.340103827,0.7751079,0.072775259
341,self_distil_____allergy_None_PCA_LSTM_padded_mice.pth,0.465092437,0.106936669,0.394583115,0.114315003,0.850869408,0.122774143,4.013704157,0.006754604,0.780800954,0.064299864
346,_____allergy_None__LSTM_padded_mice.pth,0.475056747,0.117874281,0.514282939,0.237898985,0.856424964,0.125593418,0.717557406,0.004352411,0.786756151,0.056405533
